SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene439	0.79622968786799	10	10	40	26	ER.A	-1	22	0.007483	18	0.005882	26	1.272	0.586991070280247	1.148	0.698	1.888	0.138	0.254	1	657500	658500	protein_coding	+	info439	info439	NA
Gene818	0.796338886371461	10	10	24	18	ER.A	-1	10	0.003401	14	0.004575	18	0.743	0.526389153648731	0.804	0.41	1.578	-0.218	0.344	1	1226000	1227000	non_coding	-	info818	info818	NA
Gene1034	0.79643472390591	10	4	13	7	ER	0.00267425087048625	5	0.001701	8	0.002614	7	0.651	0.614769813051595	0.81	0.357	1.838	-0.21	0.418	1	1550000	1551000	non_coding	-	info1034	info1034	NA
Gene476	0.796642452399023	10	9	30	20	ER.A	-1	13	0.004422	17	0.005556	20	0.796	0.609412618473388	0.865	0.495	1.51	-0.145	0.284	1	713000	714000	non_coding	-	info476	info476	NA
Gene579	0.796678421377401	10	10	34	18	ER.A	-1	19	0.006463	15	0.004902	18	1.318	0.632371514838426	1.116	0.712	1.749	0.11	0.229	1	867500	868500	protein_coding	+	info579	info579	NA
Gene1251	0.796856981223564	10	9	44	27	MA	-1	19	0.006463	25	0.00817	27	0.791	0.71008646101066	0.927	0.621	1.383	-0.076	0.204	1	1875500	1876500	protein_coding	+	info1251	info1251	NA
Gene1304	0.798934475406204	10	8	17	10	ER	0.000377556033407371	10	0.003401	7	0.002288	10	1.486	0.597186492557835	1.212	0.594	2.474	0.192	0.364	1	1955000	1956000	non_coding	-	info1304	info1304	NA
Gene707	0.799308699367586	10	10	19	13	ER	5.42378295688665e-05	7	0.002381	12	0.003922	13	0.607	0.489565061471156	0.779	0.383	1.583	-0.25	0.362	1	1059500	1060500	protein_coding	+	info707	info707	NA
Gene868	0.799614323103374	10	10	47	28	MA	-1	24	0.008163	23	0.007516	28	1.086	0.871037003338266	1.034	0.69	1.549	0.033	0.206	1	1301000	1302000	non_coding	-	info868	info868	NA
Gene947	0.800949862398155	10	9	36	20	ER.A	-1	16	0.005442	20	0.006536	20	0.833	0.848962159557707	0.955	0.596	1.53	-0.046	0.24	1	1419500	1420500	protein_coding	+	info947	info947	NA
Gene894	0.801048014514357	10	9	36	14	ER.A	-1	17	0.005782	19	0.006209	14	0.931	0.858258495693496	0.969	0.685	1.37	-0.032	0.177	1	1340000	1341000	non_coding	-	info894	info894	NA
Gene753	0.80160341928617	10	8	39	15	ER.A	-1	22	0.007483	17	0.005556	15	1.347	0.694681757397649	1.074	0.753	1.531	0.071	0.181	1	1128500	1129500	protein_coding	+	info753	info753	NA
Gene806	0.802415544259078	10	10	15	10	ER	0.00031829093994738	6	0.002041	9	0.002941	10	0.694	0.643336404155344	0.834	0.387	1.799	-0.182	0.392	1	1208000	1209000	non_coding	-	info806	info806	NA
Gene563	0.802424575716532	10	7	31	16	ER.A	-1	17	0.005782	14	0.004575	16	1.264	0.605513354575705	1.129	0.713	1.788	0.121	0.235	1	843500	844500	protein_coding	+	info563	info563	NA
Gene1082	0.802561821054801	10	10	26	15	ER.A	-1	15	0.005102	11	0.003595	15	1.419	0.645775515223248	1.118	0.695	1.797	0.111	0.242	1	1622000	1623000	non_coding	-	info1082	info1082	NA
Gene104	0.802897713245385	10	10	34	22	ER.A	-1	15	0.005102	19	0.006209	22	0.822	0.680333983858391	0.9	0.547	1.483	-0.105	0.255	1	155000	156000	non_coding	-	info104	info104	NA
Gene1043	0.803479111936313	10	10	36	25	ER.A	-1	20	0.006803	16	0.005229	25	1.301	0.609251341681783	1.146	0.679	1.934	0.136	0.267	1	1563500	1564500	protein_coding	+	info1043	info1043	NA
Gene1192	0.803801173214027	10	6	27	23	ER.A	-1	15	0.005102	12	0.003922	23	1.301	0.626768296622715	1.19	0.59	2.401	0.174	0.358	1	1787000	1788000	non_coding	-	info1192	info1192	NA
Gene664	0.804600530266994	10	8	38	31	ER.A	-1	17	0.005782	21	0.006863	31	0.842	0.60599322892535	0.864	0.496	1.505	-0.146	0.283	1	995000	996000	non_coding	-	info664	info664	NA
Gene552	0.80488343363639	10	9	37	24	ER.A	-1	18	0.006122	19	0.006209	24	0.986	0.931620947671296	1.022	0.623	1.675	0.022	0.252	1	827000	828000	non_coding	-	info552	info552	NA
Gene158	0.804935557142103	10	8	9	4	ER	0.025780273850446	6	0.002041	3	0.00098	4	2.083	0.586591823976626	1.245	0.565	2.745	0.219	0.403	1	236000	237000	non_coding	-	info158	info158	NA
Gene279	0.806801420034573	10	9	20	16	ER	3.85541531776089e-06	9	0.003061	11	0.003595	16	0.851	0.674863119698302	0.852	0.404	1.798	-0.16	0.381	1	417500	418500	protein_coding	+	info279	info279	NA
Gene1291	0.807921116871295	10	7	20	18	ER	8.38612361543962e-07	10	0.003401	10	0.003268	18	1.041	0.939386748810993	1.033	0.448	2.379	0.032	0.426	1	1935500	1936500	protein_coding	+	info1291	info1291	NA
Gene311	0.809015536732226	10	9	33	21	ER.A	-1	16	0.005442	17	0.005556	21	0.979	0.895272201676738	0.967	0.59	1.587	-0.033	0.253	1	465500	466500	protein_coding	+	info311	info311	NA
Gene890	0.80924121652706	10	6	16	9	ER	0.000475943980566187	6	0.002041	10	0.003268	9	0.625	0.59608033454082	0.819	0.392	1.712	-0.199	0.376	1	1334000	1335000	non_coding	-	info890	info890	NA
Gene528	0.809249778178345	10	8	30	17	ER.A	-1	14	0.004762	16	0.005229	17	0.911	0.758597508401257	0.928	0.576	1.496	-0.075	0.244	1	791000	792000	non_coding	-	info528	info528	NA
Gene1068	0.811262663778067	10	10	39	24	ER.A	-1	21	0.007143	18	0.005882	24	1.214	0.645605609186188	1.116	0.698	1.784	0.11	0.239	1	1601000	1602000	non_coding	-	info1068	info1068	NA
Gene93	0.811286735140447	10	7	27	15	ER.A	-1	14	0.004762	13	0.004248	15	1.121	0.993058367896016	1.002	0.584	1.719	0.002	0.275	1	138500	139500	protein_coding	+	info93	info93	NA
Gene32	0.811642516758285	10	6	29	19	ER.A	-1	15	0.005102	14	0.004575	19	1.115	0.770558279040453	1.091	0.609	1.955	0.087	0.298	1	47000	48000	non_coding	-	info32	info32	NA
Gene265	0.812648502566519	10	10	42	23	MA	-1	17	0.005782	25	0.00817	23	0.708	0.610303710669766	0.907	0.625	1.318	-0.097	0.191	1	396500	397500	protein_coding	+	info265	info265	NA
Gene998	0.812997726474636	10	9	26	15	ER.A	-1	11	0.003741	15	0.004902	15	0.763	0.7145352429489	0.91	0.549	1.508	-0.094	0.258	1	1496000	1497000	non_coding	-	info998	info998	NA
Gene705	0.814106027146719	10	10	26	11	ER.A	-1	14	0.004762	12	0.003922	11	1.214	0.754653547531764	1.079	0.671	1.734	0.076	0.242	1	1056500	1057500	protein_coding	+	info705	info705	NA
Gene301	0.814446990868562	10	9	29	21	ER.A	-1	12	0.004082	17	0.005556	21	0.735	0.596189756965651	0.856	0.482	1.52	-0.155	0.293	1	450500	451500	protein_coding	+	info301	info301	NA
Gene336	0.814605879290039	10	10	30	23	ER.A	-1	15	0.005102	15	0.004902	23	1.041	0.998002757069067	0.999	0.569	1.755	-0.001	0.287	1	503000	504000	non_coding	-	info336	info336	NA
Gene831	0.815521601743737	10	10	34	22	ER.A	-1	15	0.005102	19	0.006209	22	0.822	0.637822453910361	0.878	0.512	1.507	-0.13	0.275	1	1245500	1246500	protein_coding	+	info831	info831	NA
Gene1168	0.815912684841298	10	5	26	20	ER.A	-1	11	0.003741	15	0.004902	20	0.763	0.631708306365889	0.851	0.441	1.643	-0.161	0.335	1	1751000	1752000	non_coding	-	info1168	info1168	NA
Gene1258	0.816097652482011	10	10	27	16	ER.A	-1	11	0.003741	16	0.005229	16	0.715	0.665022228098272	0.888	0.519	1.519	-0.119	0.274	1	1886000	1887000	non_coding	-	info1258	info1258	NA
Gene1017	0.816545661687008	10	10	29	18	ER.A	-1	15	0.005102	14	0.004575	18	1.115	0.867709896066559	1.036	0.68	1.579	0.036	0.215	1	1524500	1525500	protein_coding	+	info1017	info1017	NA
Gene905	0.817453419023235	10	10	40	18	ER.A	-1	20	0.006803	20	0.006536	18	1.041	0.978651491529682	0.996	0.716	1.384	-0.004	0.168	1	1356500	1357500	protein_coding	+	info905	info905	NA
Gene54	0.818004213474584	10	5	23	18	ER.A	-1	13	0.004422	10	0.003268	18	1.353	0.631330361319335	1.191	0.583	2.433	0.175	0.364	1	80000	81000	non_coding	-	info54	info54	NA
Gene680	0.818122346104892	10	9	35	27	ER.A	-1	19	0.006463	16	0.005229	27	1.236	0.62787989891705	1.145	0.663	1.976	0.135	0.279	1	1019000	1020000	non_coding	-	info680	info680	NA
Gene136	0.818921725660766	10	10	28	21	ER.A	-1	16	0.005442	12	0.003922	21	1.388	0.559454736258992	1.202	0.648	2.232	0.184	0.316	1	203000	204000	non_coding	-	info136	info136	NA
Gene1292	0.819075873518456	10	10	37	23	ER.A	-1	19	0.006463	18	0.005882	23	1.099	0.795570942710982	1.07	0.642	1.781	0.067	0.26	1	1937000	1938000	non_coding	-	info1292	info1292	NA
Gene328	0.819092499697556	10	10	29	14	ER.A	-1	13	0.004422	16	0.005229	14	0.846	0.719535002549266	0.92	0.583	1.451	-0.083	0.232	1	491000	492000	non_coding	-	info328	info328	NA
Gene253	0.820126925531722	10	4	17	16	ER	3.80546257930531e-06	8	0.002721	9	0.002941	16	0.925	0.878110063975137	0.929	0.365	2.369	-0.073	0.477	1	378500	379500	protein_coding	+	info253	info253	NA
Gene618	0.820269059816085	10	5	14	10	ER	0.000229154698148551	8	0.002721	6	0.001961	10	1.388	0.590079726487555	1.271	0.532	3.037	0.239	0.445	1	926000	927000	non_coding	-	info618	info618	NA
Gene554	0.820573221987211	10	10	37	20	ER.A	-1	17	0.005782	20	0.006536	20	0.885	0.945579181967259	0.986	0.655	1.483	-0.014	0.208	1	830000	831000	non_coding	-	info554	info554	NA
Gene454	0.821699225786385	10	4	19	19	ER	2.35015009278054e-07	9	0.003061	10	0.003268	19	0.937	0.939430851986669	0.964	0.378	2.461	-0.036	0.478	1	680000	681000	non_coding	-	info454	info454	NA
Gene125	0.822116639464582	10	8	32	24	ER.A	-1	14	0.004762	18	0.005882	24	0.81	0.556843410482474	0.839	0.466	1.509	-0.176	0.3	1	186500	187500	protein_coding	+	info125	info125	NA
Gene617	0.822222880524812	10	8	32	23	ER.A	-1	17	0.005782	15	0.004902	23	1.18	0.655822253812361	1.136	0.649	1.986	0.127	0.285	1	924500	925500	protein_coding	+	info617	info617	NA
Gene224	0.822268307977724	10	9	32	15	ER.A	-1	17	0.005782	15	0.004902	15	1.18	0.806475758355408	1.053	0.696	1.594	0.052	0.212	1	335000	336000	non_coding	-	info224	info224	NA
Gene365	0.822997067709352	10	9	48	33	MA	-1	25	0.008503	23	0.007516	33	1.131	0.734377888285044	1.076	0.705	1.642	0.073	0.216	1	546500	547500	protein_coding	+	info365	info365	NA
Gene248	0.823879896322171	10	10	29	19	ER.A	-1	16	0.005442	13	0.004248	19	1.281	0.716739238251788	1.097	0.664	1.812	0.093	0.256	1	371000	372000	non_coding	-	info248	info248	NA
Gene1011	0.82560996931344	10	10	28	10	ER.A	-1	16	0.005442	12	0.003922	10	1.388	0.680284389640857	1.091	0.72	1.655	0.088	0.212	1	1515500	1516500	protein_coding	+	info1011	info1011	NA
Gene1083	0.825975018124493	10	10	43	22	MA	-1	23	0.007823	20	0.006536	22	1.197	0.589806170276359	1.122	0.738	1.706	0.115	0.214	1	1623500	1624500	protein_coding	+	info1083	info1083	NA
Gene1050	0.826892449249105	10	4	6	5	ER	0.010488430374711	3	0.00102	3	0.00098	5	1.041	0.874902619251544	1.12	0.273	4.589	0.113	0.72	1	1574000	1575000	non_coding	-	info1050	info1050	NA
Gene132	0.826967699787224	10	8	28	19	ER.A	-1	15	0.005102	13	0.004248	19	1.201	0.666302733848493	1.133	0.642	1.998	0.125	0.289	1	197000	198000	non_coding	-	info132	info132	NA
Gene708	0.827081554013015	10	9	22	14	ER.A	-1	11	0.003741	11	0.003595	14	1.041	0.966083869133551	0.987	0.528	1.843	-0.014	0.319	1	1061000	1062000	non_coding	-	info708	info708	NA
Gene337	0.827302439947464	10	10	45	27	MA	-1	20	0.006803	25	0.00817	27	0.833	0.633774116557515	0.9	0.584	1.388	-0.105	0.221	1	504500	505500	protein_coding	+	info337	info337	NA
Gene531	0.827728969526864	10	3	8	8	ER	0.00159786654591339	4	0.001361	4	0.001307	8	1.041	0.977356022352647	0.98	0.237	4.045	-0.021	0.723	1	795500	796500	protein_coding	+	info531	info531	NA
Gene1036	0.828612842295881	10	9	34	18	ER.A	-1	15	0.005102	19	0.006209	18	0.822	0.668926855069645	0.917	0.617	1.364	-0.087	0.203	1	1553000	1554000	non_coding	-	info1036	info1036	NA
Gene652	0.829094519682117	10	10	39	13	ER.A	-1	16	0.005442	23	0.007516	13	0.724	0.683337316554732	0.939	0.693	1.272	-0.063	0.155	1	977000	978000	non_coding	-	info652	info652	NA
Gene701	0.830621468601892	10	10	39	20	ER.A	-1	18	0.006122	21	0.006863	20	0.892	0.729176074517149	0.927	0.604	1.422	-0.076	0.218	1	1050500	1051500	protein_coding	+	info701	info701	NA
Gene1203	0.831360639801535	10	7	23	22	ER.A	-1	13	0.004422	10	0.003268	22	1.353	0.58660987908649	1.26	0.547	2.901	0.231	0.425	1	1803500	1804500	protein_coding	+	info1203	info1203	NA
Gene1270	0.832200707802282	10	9	33	26	ER.A	-1	17	0.005782	16	0.005229	26	1.106	0.791012669197568	1.081	0.608	1.921	0.078	0.293	1	1904000	1905000	non_coding	-	info1270	info1270	NA
Gene636	0.833598092956501	10	8	40	30	ER.A	-1	22	0.007483	18	0.005882	30	1.272	0.596985510774078	1.146	0.692	1.897	0.136	0.257	1	953000	954000	non_coding	-	info636	info636	NA
Gene1001	0.833827302121726	10	10	31	16	ER.A	-1	17	0.005782	14	0.004575	16	1.264	0.662133095864798	1.111	0.693	1.781	0.105	0.241	1	1500500	1501500	protein_coding	+	info1001	info1001	NA
Gene1103	0.834423546246251	10	10	36	25	ER.A	-1	19	0.006463	17	0.005556	25	1.163	0.747638184992188	1.091	0.641	1.859	0.087	0.272	1	1653500	1654500	protein_coding	+	info1103	info1103	NA
Gene934	0.834867267440968	10	9	31	26	ER.A	-1	14	0.004762	17	0.005556	26	0.857	0.670626007222992	0.872	0.465	1.638	-0.137	0.321	1	1400000	1401000	non_coding	-	info934	info934	NA
Gene61	0.83527977118609	10	5	16	12	ER	7.55151436998265e-05	9	0.003061	7	0.002288	12	1.338	0.732272067764267	1.156	0.503	2.66	0.145	0.425	1	90500	91500	protein_coding	+	info61	info61	NA
Gene486	0.835761354014839	10	6	16	12	ER	6.87943479913063e-05	7	0.002381	9	0.002941	12	0.81	0.648211023622929	0.83	0.373	1.848	-0.186	0.408	1	728000	729000	non_coding	-	info486	info486	NA
Gene52	0.83583149718269	10	5	19	12	ER	3.94290587053904e-05	8	0.002721	11	0.003595	12	0.757	0.692028603008866	0.874	0.448	1.703	-0.135	0.341	1	77000	78000	non_coding	-	info52	info52	NA
Gene245	0.838989038361465	10	8	26	23	ER.A	-1	12	0.004082	14	0.004575	23	0.892	0.856243040834755	0.935	0.452	1.935	-0.067	0.371	1	366500	367500	protein_coding	+	info245	info245	NA
Gene1091	0.841965031095066	10	10	45	31	MA	-1	20	0.006803	25	0.00817	31	0.833	0.636342165549592	0.893	0.559	1.427	-0.113	0.239	1	1635500	1636500	protein_coding	+	info1091	info1091	NA
Gene252	0.843104252249932	10	10	37	14	ER.A	-1	17	0.005782	20	0.006536	14	0.885	0.816793668255644	0.96	0.68	1.355	-0.041	0.176	1	377000	378000	non_coding	-	info252	info252	NA
Gene755	0.843750151578048	10	9	25	17	ER.A	-1	12	0.004082	13	0.004248	17	0.961	0.965225614213509	0.986	0.532	1.829	-0.014	0.315	1	1131500	1132500	protein_coding	+	info755	info755	NA
Gene908	0.843874252235124	10	9	29	19	ER.A	-1	16	0.005442	13	0.004248	19	1.281	0.673943865347837	1.126	0.648	1.956	0.119	0.282	1	1361000	1362000	non_coding	-	info908	info908	NA
Gene1128	0.844655157449768	10	10	26	22	ER.A	-1	14	0.004762	12	0.003922	22	1.214	0.627306104480434	1.195	0.583	2.448	0.178	0.366	1	1691000	1692000	non_coding	-	info1128	info1128	NA
Gene883	0.846525276149652	10	9	47	29	MA	-1	22	0.007483	25	0.00817	29	0.916	0.920148783863198	0.98	0.666	1.443	-0.02	0.197	1	1323500	1324500	protein_coding	+	info883	info883	NA
Gene991	0.84694642097097	10	10	33	21	ER.A	-1	18	0.006122	15	0.004902	21	1.249	0.631672178774129	1.124	0.697	1.811	0.117	0.243	1	1485500	1486500	protein_coding	+	info991	info991	NA
Gene49	0.847135619902473	10	10	24	14	ER.A	-1	9	0.003061	15	0.004902	14	0.624	0.540325328902447	0.84	0.48	1.469	-0.175	0.285	1	72500	73500	protein_coding	+	info49	info49	NA
Gene738	0.847346559373397	10	8	14	10	ER	0.000251256682048643	8	0.002721	6	0.001961	10	1.388	0.608870351872189	1.244	0.539	2.874	0.219	0.427	1	1106000	1107000	non_coding	-	info738	info738	NA
Gene626	0.847711388464181	10	10	27	13	ER.A	-1	15	0.005102	12	0.003922	13	1.301	0.782523356165351	1.073	0.651	1.769	0.07	0.255	1	938000	939000	non_coding	-	info626	info626	NA
Gene72	0.848145317327443	10	6	17	13	ER	3.24127112725517e-05	9	0.003061	8	0.002614	13	1.171	0.8019290438264	1.105	0.507	2.407	0.1	0.397	1	107000	108000	non_coding	-	info72	info72	NA
Gene798	0.849936601874553	10	10	41	27	MA	-1	19	0.006463	22	0.00719	27	0.899	0.713055395284183	0.912	0.558	1.491	-0.092	0.251	1	1196000	1197000	non_coding	-	info798	info798	NA
Gene740	0.850483155450735	10	10	43	23	MA	-1	23	0.007823	20	0.006536	23	1.197	0.720751908398459	1.077	0.718	1.615	0.074	0.207	1	1109000	1110000	non_coding	-	info740	info740	NA
Gene1259	0.852802121852132	10	9	32	16	ER.A	-1	17	0.005782	15	0.004902	16	1.18	0.961575400578801	1.011	0.658	1.552	0.011	0.219	1	1887500	1888500	protein_coding	+	info1259	info1259	NA
Gene739	0.852844658007008	10	8	24	21	ER.A	-1	13	0.004422	11	0.003595	21	1.23	0.626622176147757	1.204	0.57	2.542	0.186	0.381	1	1107500	1108500	protein_coding	+	info739	info739	NA
Gene15	0.853288244786655	10	9	39	25	ER.A	-1	17	0.005782	22	0.00719	25	0.804	0.835893622874138	0.95	0.585	1.543	-0.051	0.247	1	21500	22500	protein_coding	+	info15	info15	NA
Gene20	0.854074720046259	10	7	17	11	ER	8.46172207055742e-05	9	0.003061	8	0.002614	11	1.171	0.715968084852125	1.14	0.562	2.315	0.131	0.361	1	29000	30000	non_coding	-	info20	info20	NA
Gene173	0.854803484083734	10	6	27	11	ER.A	-1	12	0.004082	15	0.004902	11	0.833	0.759801221243167	0.935	0.61	1.435	-0.067	0.219	1	258500	259500	protein_coding	+	info173	info173	NA
Gene1123	0.857055208444124	10	8	26	19	ER.A	-1	14	0.004762	12	0.003922	19	1.214	0.754012189020795	1.11	0.577	2.136	0.105	0.334	1	1683500	1684500	protein_coding	+	info1123	info1123	NA
Gene446	0.857220671885274	10	10	33	20	ER.A	-1	18	0.006122	15	0.004902	20	1.249	0.702046143794202	1.103	0.668	1.82	0.098	0.256	1	668000	669000	non_coding	-	info446	info446	NA
Gene264	0.857465285748513	10	8	39	20	ER.A	-1	21	0.007143	18	0.005882	20	1.214	0.709788812276432	1.084	0.709	1.658	0.081	0.217	1	395000	396000	non_coding	-	info264	info264	NA
Gene1174	0.857770470481387	10	10	42	28	MA	-1	19	0.006463	23	0.007516	28	0.86	0.772033360813336	0.93	0.57	1.518	-0.072	0.25	1	1760000	1761000	non_coding	-	info1174	info1174	NA
Gene988	0.859994272619906	10	8	24	20	ER.A	-1	12	0.004082	12	0.003922	20	1.041	0.819634756156361	1.087	0.53	2.233	0.084	0.367	1	1481000	1482000	non_coding	-	info988	info988	NA
Gene83	0.860346416089446	10	10	39	31	ER.A	-1	17	0.005782	22	0.00719	31	0.804	0.677390038491282	0.894	0.526	1.517	-0.112	0.27	1	123500	124500	protein_coding	+	info83	info83	NA
Gene172	0.861904673313444	10	9	38	32	ER.A	-1	20	0.006803	18	0.005882	32	1.157	0.704315707532415	1.121	0.622	2.02	0.114	0.301	1	257000	258000	non_coding	-	info172	info172	NA
Gene147	0.862311450207933	10	8	41	33	MA	-1	22	0.007483	19	0.006209	33	1.205	0.685986622035679	1.112	0.664	1.862	0.106	0.263	1	219500	220500	protein_coding	+	info147	info147	NA
Gene569	0.864052545628775	10	8	27	21	ER.A	-1	14	0.004762	13	0.004248	21	1.121	0.794227428121772	1.084	0.591	1.988	0.081	0.309	1	852500	853500	protein_coding	+	info569	info569	NA
Gene891	0.864391893610238	10	9	21	14	ER.A	-1	12	0.004082	9	0.002941	14	1.388	0.70219555495152	1.126	0.612	2.072	0.119	0.311	1	1335500	1336500	protein_coding	+	info891	info891	NA
Gene1213	0.864678859581081	10	6	16	14	ER	1.11252690280838e-05	7	0.002381	9	0.002941	14	0.81	0.758869315326738	0.867	0.35	2.151	-0.142	0.463	1	1818500	1819500	protein_coding	+	info1213	info1213	NA
Gene950	0.865047314887019	10	10	42	20	MA	-1	23	0.007823	19	0.006209	20	1.26	0.712328562871484	1.075	0.732	1.58	0.072	0.196	1	1424000	1425000	non_coding	-	info950	info950	NA
Gene1157	0.868259242532024	10	8	25	14	ER.A	-1	12	0.004082	13	0.004248	14	0.961	0.75018915409045	0.911	0.514	1.614	-0.093	0.292	1	1734500	1735500	protein_coding	+	info1157	info1157	NA
Gene487	0.872711889126282	10	9	37	19	ER.A	-1	20	0.006803	17	0.005556	19	1.224	0.738165919270782	1.076	0.699	1.656	0.074	0.22	1	729500	730500	protein_coding	+	info487	info487	NA
Gene109	0.873385033657634	10	7	16	15	ER	8.39513112716272e-06	7	0.002381	9	0.002941	15	0.81	0.654032196284639	0.801	0.303	2.118	-0.223	0.497	1	162500	163500	protein_coding	+	info109	info109	NA
Gene717	0.873941182120304	10	10	29	12	ER.A	-1	13	0.004422	16	0.005229	12	0.846	0.769693923062057	0.941	0.628	1.41	-0.06	0.206	1	1074500	1075500	protein_coding	+	info717	info717	NA
Gene111	0.874536587294059	10	10	44	20	MA	-1	24	0.008163	20	0.006536	20	1.249	0.719621168128224	1.074	0.726	1.589	0.072	0.2	1	165500	166500	protein_coding	+	info111	info111	NA
Gene628	0.875700516125708	10	6	14	8	ER	0.0009057253717491	7	0.002381	7	0.002288	8	1.041	0.81555193109221	1.092	0.52	2.294	0.088	0.378	1	941000	942000	non_coding	-	info628	info628	NA
Gene17	0.876797760587879	10	9	32	24	ER.A	-1	15	0.005102	17	0.005556	24	0.918	0.767843260223577	0.918	0.518	1.625	-0.086	0.292	1	24500	25500	protein_coding	+	info17	info17	NA
Gene751	0.876905292735181	10	8	25	18	ER.A	-1	13	0.004422	12	0.003922	18	1.127	0.766046289428064	1.096	0.599	2.004	0.092	0.308	1	1125500	1126500	protein_coding	+	info751	info751	NA
Gene682	0.877827666844073	10	9	27	12	ER.A	-1	15	0.005102	12	0.003922	12	1.301	0.704021207801963	1.099	0.674	1.793	0.095	0.249	1	1022000	1023000	non_coding	-	info682	info682	NA
Gene561	0.879528436003983	10	7	37	24	ER.A	-1	17	0.005782	20	0.006536	24	0.885	0.720787956364001	0.914	0.559	1.495	-0.09	0.251	1	840500	841500	protein_coding	+	info561	info561	NA
Gene548	0.880612603929529	10	8	28	22	ER.A	-1	13	0.004422	15	0.004902	22	0.902	0.746496048265943	0.898	0.469	1.722	-0.107	0.332	1	821000	822000	non_coding	-	info548	info548	NA
Gene940	0.880773881774727	10	9	49	30	MA	-1	25	0.008503	24	0.007843	30	1.084	0.739548114982928	1.069	0.721	1.584	0.067	0.201	1	1409000	1410000	non_coding	-	info940	info940	NA
Gene813	0.882193255094578	10	10	31	22	ER.A	-1	14	0.004762	17	0.005556	22	0.857	0.782094966542748	0.929	0.551	1.566	-0.074	0.267	1	1218500	1219500	protein_coding	+	info813	info813	NA
Gene719	0.882882632647522	10	7	10	8	ER	0.00159275999839193	4	0.001361	6	0.001961	8	0.694	0.628641212315283	0.762	0.254	2.291	-0.272	0.561	1	1077500	1078500	protein_coding	+	info719	info719	NA
Gene935	0.88314888938231	10	10	39	15	ER.A	-1	18	0.006122	21	0.006863	15	0.892	0.866467559970833	0.971	0.685	1.375	-0.03	0.178	1	1401500	1402500	protein_coding	+	info935	info935	NA
Gene910	0.883388407715325	10	8	18	12	ER	4.76754641818869e-05	10	0.003401	8	0.002614	12	1.301	0.617558981895907	1.196	0.593	2.413	0.179	0.358	1	1364000	1365000	non_coding	-	info910	info910	NA
Gene736	0.884805398268996	10	7	24	24	ER.A	-1	11	0.003741	13	0.004248	24	0.881	0.64119394480811	0.817	0.35	1.91	-0.202	0.433	1	1103000	1104000	non_coding	-	info736	info736	NA
Gene373	0.886545607952738	10	9	32	14	ER.A	-1	17	0.005782	15	0.004902	14	1.18	0.820045282870704	1.05	0.688	1.604	0.049	0.216	1	558500	559500	protein_coding	+	info373	info373	NA
Gene1277	0.886867589814257	10	10	30	24	ER.A	-1	14	0.004762	16	0.005229	24	0.911	0.930233777901831	0.973	0.529	1.79	-0.027	0.311	1	1914500	1915500	protein_coding	+	info1277	info1277	NA
Gene213	0.888208968809658	10	10	35	31	ER.A	-1	16	0.005442	19	0.006209	31	0.876	0.70868055335012	0.886	0.47	1.672	-0.121	0.324	1	318500	319500	protein_coding	+	info213	info213	NA
Gene846	0.888493864580048	10	10	51	30	MA	-1	26	0.008844	25	0.00817	30	1.082	0.694045421112808	1.081	0.734	1.592	0.078	0.198	1	1268000	1269000	non_coding	-	info846	info846	NA
Gene74	0.888553330605918	10	8	30	19	ER.A	-1	16	0.005442	14	0.004575	19	1.19	0.736377640686497	1.097	0.64	1.882	0.093	0.275	1	110000	111000	non_coding	-	info74	info74	NA
Gene766	0.888819736635334	10	7	33	22	ER.A	-1	18	0.006122	15	0.004902	22	1.249	0.686909709737052	1.121	0.644	1.951	0.114	0.283	1	1148000	1149000	non_coding	-	info766	info766	NA
Gene873	0.889405510706193	10	9	31	23	ER.A	-1	15	0.005102	16	0.005229	23	0.976	0.783623435752622	0.924	0.525	1.625	-0.079	0.288	1	1308500	1309500	protein_coding	+	info873	info873	NA
Gene553	0.889908987860794	10	10	44	26	MA	-1	23	0.007823	21	0.006863	26	1.14	0.777930832798222	1.061	0.702	1.604	0.059	0.211	1	828500	829500	protein_coding	+	info553	info553	NA
Gene185	0.889954886261992	10	10	52	21	MA	-1	27	0.009184	25	0.00817	21	1.124	0.837927164440095	1.03	0.773	1.374	0.03	0.147	1	276500	277500	protein_coding	+	info185	info185	NA
Gene273	0.890112328544139	10	10	25	18	ER.A	-1	13	0.004422	12	0.003922	18	1.127	0.771169572633968	1.096	0.59	2.039	0.092	0.317	1	408500	409500	protein_coding	+	info273	info273	NA
Gene1250	0.890921236055283	10	7	20	15	ER	7.17258532616765e-06	9	0.003061	11	0.003595	15	0.851	0.758518340245372	0.9	0.458	1.766	-0.106	0.344	1	1874000	1875000	non_coding	-	info1250	info1250	NA
Gene484	0.892418080084498	10	10	39	26	ER.A	-1	19	0.006463	20	0.006536	26	0.989	0.883033762080651	1.039	0.623	1.733	0.038	0.261	1	725000	726000	non_coding	-	info484	info484	NA
